Email,"First Name","Last Name","Phone Number",Status,"Contact Record Created","IP Address","User Agent",Organization,*domain,*Message,*Sector,*Prod/Service,"*Phone 2",*Fax,*Employees,*Province,*Area,*Town,*Suburb,*Website,*Designation1,*Designation2,*Cell,"*Authoriser E-mail","*Authoriser Full Name","*Authoriser Tel","*Authoriser Cell","*Email 2",*Salut,"*.za.com address","*Premium Address 1","*Premium Address 2","*Premium Address 3","*Opened Campaign Contact Score","*Replied Contact Score","*Forward Email Contact Score","*Clicked Link Contact Score","*Submit Web Form Contact Score","*Visited Web Site Contact Score",Tags
ambiance.guesthouse@gmail.com,Deidr,,(012)-362-0550,,"2018-03-05 08:05:43",0.0.0.0,,"AMBIANCE GUEST HOUSE","guesthouse.za.com, selfcatering.za.com",,HOSPITALITY,"ACCOMMODATION - GUEST HOUSES,ACCOMMODATION - BNB",,,"11 - 50",GT,"CENTRAL PRETORIA",HILLCREST,HILLCREST,http://www.ambianceguesthouse.com/,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
ameerah@aflorist.co.za,,,(021)-700-0102,,"2018-02-06 10:36:34",0.0.0.0,,"AMEERAHS FLOWERS CC",florist.za.com,,"TRANSPORT & DISTRIBUTION","GIFTS,DRIED FLOWERS,CUT,FUNCTIONS,FLORISTRY AND FLORIST",,,"51 - 200",GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",www.aflorist.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
amridienste@lantic.net,,,(014)-763-6645,,"2018-02-26 13:49:02",0.0.0.0,,"Amri Dienste",,,HOSPITALITY,"SAFARIS,TOURS, SAFARIS AND OPERATORS",,(014)-763-3397,"11 - 50",LM,LIMPOPO,LEPHALALE,ELLISRAS,,,,,,,,,,,,,,,0,0,0,0,0,0,"travel industry"
ananda@cum.co.za,ANANDA,FOUCHE,(016)-440-7000,,"2018-01-12 08:57:26",127.0.0.1,,"CHRISTIAN ART DISTRIBUTORS CC",gift.za.com,,"TRANSPORT & DISTRIBUTION","GIFTS DISTRIBUTORS",,(016)-421-4781,"51 - 200",GT,"VAAL TRIANGLE","VEREENIGING - KOPANONG",VEREENIGING,http://www.christianartmedia.co.za,"OTHER MIDDLE MANAGEMENT","EVENTS & KEY ACCOUNTS MANAGER",,,,,,info@christianartmedia.co.za,,,,,,0,0,0,0,0,0,"Gifting Industry"
andre.meyer@bricsinvestments.com,ANDRE,MEYER,,,"2018-02-19 13:56:35",127.0.0.1,,"BRICS INVESTMENTS SA",,,"FINANCIAL SERVICES","INVESTMENT FINANCIAL SERVICES",(011)-867-1030,,"51 - 200",GT,,MEYERSDAL,MEYERSDAL,www.bricsinvestments.com,MARKETING,"IT & MARKETING",,,,,,,,,,,,0,0,0,0,0,0,Investment
andre@agapebrokers.co.za,ANDRE,"VAN DER MERWE",,,"2018-02-19 13:56:39",127.0.0.1,,"AGAPE BROKERS",,,"GENERAL SERVICES","INVESTMENTS. LONG-TERM AND SHO",(021)-592-2886,(021)-592-2886,"51 - 200",WC,,GOODWOOD,GOODWOOD,www.agapebrokers.co.za,"OTHER DIRECTORS & PARTNERS",DIRECTOR,,,,,,,,,,,,0,0,0,0,0,0,Investment
andrestours@gmail.com,,,(031)-402-1041,,"2018-02-26 13:49:01",0.0.0.0,,"Andres Travel & Tours",,,"GENERAL SERVICES","SAFARIS,TOURS",,,"11 - 50",KZN,"CENTRAL DURBAN","DURBAN SOUTH",CHATSWORTH,,,,,,,,,,,,,,,0,0,0,0,0,0,"travel industry"
andrew@aitkenlambert.co.za,Andrew,Aitken,(031)-202-7601,,"2018-04-10 12:29:48",0.0.0.0,,"Aitken Lambert Elsworth",,,"FINANCIAL SERVICES","CHARTERED ACCOUNTANTS",,,80,KZN,"CENTRAL DURBAN","DURBAN NORTH","LA LUCIA RIDGE",www.aitkenlambert.co.za,"OTHER DIRECTORS & PARTNERS",DIRECTOR,,,,,,,MR.,www.aitkenlambert.za.com,www.accounts.za.com,www.finance.za.com,www.accounting.za.com,0,0,0,0,0,0,
andrew@bagwele.co.za,,,(086)-634-1674,,"2018-03-05 08:05:46",0.0.0.0,,"BAGWELE SAFARIS","safari.za.com, lodge.za.com ",,HOSPITALITY,LODGE,,,"11 - 50",GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",www.bagwele.co.za,,,(082)-451-2172,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
anf@netactive.co.za,,,(012)-666-8842,,"2018-01-12 08:40:32",105.225.177.217,,"A & F AGENCIES",gift.za.com,,RETAIL,"GIFTS & NOVELTIES",,(012)-666-8842,"11 - 50",GT,"SOUTH PRETORIA",CENTURION,SWARTKOP,,,,,,,,,,,,,,,4,0,0,0,0,0,"Gifting Industry,Opened Both Emails"
angelicblooms@vodamail.co.za,,,(011)-825-2338,,"2018-02-06 10:36:33",41.13.40.230,,"ANGELIC BLOOMS",florist.za.com,"Unsubscribed from list Florists in campaign Email 2 - Web Copy without providing a reason",RETAIL,"FLORISTS AND FLOWERS,FLOWERS,FLORISTS",,,"11 - 50",GT,"EAST RAND",GERMISTON,GERMISTON,www.angelicblooms.co.za,,,,,,,,,,,,,,4,0,0,0,0,0,"Opened Both Emails,Florist"
angratours@telkomsa.net,"Annie ",Brand,"(0)21 914 0201",,"2018-02-26 13:49:01",41.13.228.62,,"Angra Tours",,,HOSPITALITY,"TOURS & SAFARIS",,,"11 - 50",GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",www.angratours.co.za,,,(082)-772-0871,,,,,,,,,,,4,0,0,0,0,0,"Not responding to e-mails,travel industry"
ann@afcinvestment.co.za,ANN,,(021)-674-7379,,"2018-02-19 13:56:40",127.0.0.1,,"A F C INVESTMENT MANAGEMENT",,,"FINANCIAL SERVICES","INVESTMENT CONSULTANTS,FINANCIAL SERVICES,BANK LOAN",,,"51 - 200",WC,,CLAREMONT,CLAREMONT,,,,,,,,,,,,,,,0,0,0,0,0,0,Investment
annandicelebrations@gmail.com,"Annandi ",Botha,"083 285 7930",,"2018-02-15 10:50:26",0.0.0.0,,Celebrations,party.za.com,"30% discount offered",Entertainment,,,,,,,,,https://annandicelebration.wixsite.com/celebrations,,,,,,,,,,,,,,0,0,0,0,0,0,Facebook
annette@amanzingwe.co.za,ANNETTE,GERBER,(012)-205-8600,,"2018-03-05 08:05:53",0.0.0.0,,"AMANZINGWE LODGE",lodge.za.com,,HOSPITALITY,LODGE,(012)-205-8600,,"11 - 50",NW,"NORTH WEST",BRITS,BROEDERSTROOM,www.amanzingwe.co.za,MARKETING,"MARKETING DIRECTOR",(083)-501-4438,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
annie@springbokinfo.com,,,(027)-712-1451,,"2018-02-26 13:49:02",0.0.0.0,,"ANNIES COTTAGE GUEST HOUSE B & B","safari.za.com, tours.za.com, guesthouse.za.com",,HOSPITALITY,"SAFARIS,TOURS,ACCOMMODATION,GUEST HOUSES,LODGES",,,"11 - 50",NC,"NORTH NORTHERN CAPE",SPRINGBOK,SPRINGBOK,www.springbokinfo.com,,,,,,,,,,,,,,0,0,0,0,0,0,"travel industry,Lodge Leads"
annlotter2@gmail.com,,,(044)-693-2250,,"2018-01-12 08:40:53",66.249.93.218,,"ANNS FLORIST & GIFTS",florist.za.com,,RETAIL,"FLORISTS AND FLOWERS,FLOWER ARRANGEMENTS,WEDDINGS",,,"11 - 50",WC,"GARDEN ROUTE","MOSSEL BAY",DALMEIDA,,,,,,,,,,,,,,,8,0,0,0,0,0,"Opened Both Emails,Florist"
anoopstudio@telkomsa.net,CHANA,,(039)-682-5992,,"2018-01-18 13:50:16",127.0.0.1,,"ANOOP S STUDIO",http://photographer.za.com/,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",KZN,"SOUTHERN KWA-ZULU NATAL","PORT SHEPSTONE","PORT SHEPSTONE","NO WEBSITE",,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
anothergreen@polka.co.za,,,(021)-852-4198,,"2018-02-06 10:36:41",0.0.0.0,,"ANOTHER GREEN",florist.za.com,,"GENERAL SERVICES","FLORISTS AND FLOWERS",,,,WC,OVERBERG,"SOMERSET WEST","FERNWOOD ESTATE",,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
anthony@abax.co.za,ANTHONY,SEDGWICK,,,"2018-02-19 13:56:39",127.0.0.1,,"ABAX INVESTMENTS (PTY) LTD",,,"FINANCIAL SERVICES","INVESTMENT FUND MANAGERS",(021)-670-8960,(021)-670-8961,"201 - 500",WC,,CLAREMONT,CLAREMONT,www.abax.co.za,"OTHER DIRECTORS & PARTNERS",DIRECTOR,,,,,,,,,,,,0,0,0,0,0,0,Investment
anursery@iafrica.com,,,(043)-741-1276,,"2018-02-06 10:36:31",0.0.0.0,,"AMALINDA NURSERY",nursery.za.com,,RETAIL,"FLORIST,GARDEN NURSERIES,NURSERIES,NURSERY SHOP",,(043)-741-2358,"11 - 50",EC,"NORTH EASTERN CAPE","EAST LONDON",AMALINDA,,,,,,,,,,,,,,,0,0,0,0,0,0,Nursery
anvie@iburst.co.za,,,(012)-662-1140,,"2018-02-26 13:49:01",0.0.0.0,,"Anvie Ventures",,,HOSPITALITY,"HOLIDAY FARMS AND CAMPS, SAFARIS AND OPERATORS,VAU",,(012)-662-0949,"51 - 200",GT,"SOUTH PRETORIA",CENTURION,"PIERRE VAN RYNEVELD",www.anvieventures.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"travel industry"
apap@iafrica.com,Anna-Marie,Paulus,(012)-567-3968,,"2018-01-12 08:40:26",127.0.0.1,,"BATHUSI PROMOTIONS",branding.za.com,,"GENERAL SERVICES","PROMOTIONAL GIFTS",,(012)-567-0726,"11 - 50",GT,"NORTH PRETORIA",SINOVILLE,SINOVILLE,corporate-branding.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Gifting Industry"
aphiladingi15@gmail.com,Aphila,"miranda dingi",O792902101,,"2018-02-08 15:04:32",0.0.0.0,"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-J500F Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36",,future.finance.za.com,"Ineed money to improve my business.",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,"HOT PROSPECT"
aphotoj@gmail.com,Amanda,,,,"2018-01-18 13:50:18",66.249.93.219,,"AMANDAS PHOTO JOURNEYS",http://photographer.za.com/,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",WC,"WEST COAST",VELDDRIF,VELDDRIF,,,,(082)-363-0903,,,,,,,,,,,8,0,0,0,0,0,Photographer
aquacycle@global.co.za,,,(021)-422-0973,,"2018-02-26 13:49:02",0.0.0.0,,"Aquacycle Tours",,,HOSPITALITY,"SAFARIS AND OPERATORS,TOURS",,,"11 - 50",WC,"CAPE TOWN CITY","CITY CENTRE","CAPE TOWN CITY CENTRE",,,,,,,,,,,,,,,0,0,0,0,0,0,"travel industry"
arinabags@mweb.co.za,,,(012)-991-1158,,"2018-01-12 08:40:10",127.0.0.1,,"ARINA BAGS CC",gift.za.com,,RETAIL,"LUGGAGE RETAILERS,INSURANCE,LEATHER,LUGGAGE - RETAIL",,,"51 - 200",GT,"EAST PRETORIA","FAERIE GLEN","FAERIE GLEN",,,,,,,,,,,,,,,0,0,0,0,0,0,
arminda@regiopost.top,Paper,"Back Writer",81331337929,,"2018-03-18 08:51:18",0.0.0.0,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 YaBrowser/17.10.1.1204 Yowser/2.5 Safari/537.36",,register.za.com,"research paper lessons <a href=""http://researchpaper.store"">research paper</a> research paper http://researchpaper.store - write research paper ",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,"HOT PROSPECT"
arnov@ithealth.co.za,Arno,,,,"2018-01-11 12:35:57",127.0.0.1,,"IT Health",,,ITH,ITH,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,
arumflowers@mweb.co.za,,,(021)-439-4605,,"2018-02-06 10:36:38",0.0.0.0,,"ARUM FLOWERS",florist.za.com,,"GENERAL SERVICES","FLORISTS AND FLOWERS",,,,WC,"CAPE TOWN CITY","SEA POINT","SEA POINT",www.arumflowers.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
ashanti@iafrica.com,,,(021)-424-4016,,"2018-03-05 08:05:53",0.0.0.0,,"ASHANTI LODGE",lodge.za.com,,HOSPITALITY,LODGE,,(021)-423-8790,"11 - 50",WC,"CAPE TOWN CITY","CITY CENTRE","CAPE TOWN CITY CENTRE",www.ashanti.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
ashfaqmuhammad455@gmail.com,,,(031)-301-0143,,"2018-01-10 13:19:13",127.0.0.1,,"BIALLAL CATERERS",,,HOSPITALITY,"CATERERS,BIRTHDAYS,BRAAIS,WEDDINGS",,(031)-301-3167,,KZN,"CENTRAL DURBAN","CENTRAL DURBAN","DURBAN CENTRAL",,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
ashleym@tsksi.co.za,Ashley,Muller,(011)-524-9700,,"2018-04-10 12:29:47",0.0.0.0,,"Tuffias Sandberg Ksi",,,"FINANCIAL SERVICES","CHARTERED ACCOUNTANTS",,(011)-524-9760,100,GT,"EAST RAND","GREENSTONE HILL","GREENSTONE HILL",www.tuffiassandbergksi.co.za,MD/CEOS,"OWNER, TUFFIAS SANDBERG KSI",,,,,,,MR.,www.tuffiassandbergksi.za.com,www.accounts.za.com,www.finance.za.com,www.accounting.za.com,0,0,0,0,0,0,
autoelectronics@itec.co.za,,,(028)-313-1133,,"2018-01-18 09:51:15",0.0.0.0,,"Auto Electronics & Aircon",aircon.za.com,,"GENERAL SERVICES",AIRCONDITIONING,,(028)-313-1133,"11 - 50",WC,OVERBERG,HERMANUS,HERMANUS,,,,,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
autumnbreezemanor@gmail.com,,,(076)-089-8542,,"2018-03-05 08:05:46",0.0.0.0,,"AUTUMN BREEZE MANOR B AND B",lodge.za.com,,HOSPITALITY,"LODGES,ACCOMMODATION - LODGES,HOLIDAY LODGES,MOUNT",,,"11 - 50",GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
avalon@absamail.co.za,"Hannes and Hanna",,(012)-362-3151,,"2018-03-05 08:05:43",0.0.0.0,,"AVALON GUEST HOUSE (BROOKLYN)",guesthouse.za.com,,HOSPITALITY,"ACCOMMODATION ESTABLISHMENT,BED AND BREAKFAST,GUEST HOUSE",,,"11 - 50",GT,"EAST PRETORIA",PRETORIA,BROOKLYN,http://www.avalonguesthouse.co.za/index.html,,,,,,,,,,,,,,4,0,0,0,0,0,"Not responding to e-mails,Lodge Leads"
avenuesbb@mweb.co.za,,,(012)-997-4451,,"2018-03-05 08:05:44",0.0.0.0,,"AVENUES B AND B",guesthouse.za.com,,HOSPITALITY,"LUXURY GUEST HOUSES,BEDROOM,BED AND BREAKFAST,B AND B",,,"11 - 50",GT,"EAST PRETORIA",MORELETAPARK,MORELETAPARK,,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
avocafarm@gmail.com,"Dave or Judy",,(074)-248-3940,,"2018-03-05 08:05:46",0.0.0.0,,"AVOCA RIVER CABINS","lodge.za.com, holiday.za.com, safari.za.com",,HOSPITALITY,"MOUNTAIN LODGES,SAFARI LODGES,HOLIDAY LODGES,LODGE",,,"51 - 200",GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",http://www.avocarivercabins.co.za/,,,,,,,,,,,,,,4,0,0,0,0,0,"Not responding to e-mails,Lodge Leads"
avsflorist@telkomsa.net,AVRIL,,(021)-705-1234,,"2018-02-06 10:36:40",105.229.18.140,,"AVS GIFTS & FLOWERS",florist.za.com,,RETAIL,"FLORISTS,FLOWERS,FLOWER SHOPS,FLOWER ARRANGEMENTS",,(021)-705-5111,"11 - 50",WC,"EAST CAPE TOWN","GRASSY PARK","GRASSY PARK",,,,,,,,,,,,,,,4,0,0,0,0,0,"Opened Both Emails,Florist"
aw01@africanwings.co.za,Evan,Austin,,,"2018-02-26 13:45:57",0.0.0.0,,"African Wings (Pty) Ltd",,"David Austin MD",HOSPITALITY,"AFRICAN SAFARIS TOUR OPERATORS",(028)-312-2701,(028)-312-2701,"51 - 200",WC,OVERBERG,HERMANUS,HERMANUS,www.africanwings.co.za,"OTHER DIRECTORS & PARTNERS",DIRECTOR,(082)-555-7605,,,,,,,,,,,0,0,0,0,0,0,"travel industry"
awa@icon.co.za,Rikus,Badenhorst,,,"2018-02-26 13:45:55",0.0.0.0,,"All Way Afri Tour & Safaris Cc",,,HOSPITALITY,"TOUR OPERATORS & SAFARIS",(031)-569-4697,(031)-569-4850,"1 - 10",KZN,"CENTRAL DURBAN","DURBAN NORTH",EFFINGHAM,,"OTHER MIDDLE MANAGEMENT",MANAGER,,,,,,,,,,,,0,0,0,0,0,0,"travel industry"
awflowers@tvodamail.co.za,,,(012)-546-7940,,"2018-02-06 10:36:35",0.0.0.0,,"BILTONG TRIX",florist.za.com,,RETAIL,"FLOWERS,FLORISTS AND FLOWERS,FLORISTS",,,"11 - 50",GT,"NORTH PRETORIA","PRETORIA CENTRAL NORTH","PRETORIA CENTRAL NORTH",,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
awflowers@vodamail.co.za,,,(012)-546-4845,,"2018-02-06 10:36:35",0.0.0.0,,"A W FLOWERS",florist.za.com,,"GENERAL SERVICES","FLORISTS AND FLOWERS",,,,GT,"NORTH PRETORIA","PRETORIA CENTRAL NORTH","PRETORIA CENTRAL NORTH",www.,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
awimaweh@mweb.co.za,,,(051)-963-9200,,"2018-03-05 08:05:42",0.0.0.0,,AWIMAWEH,"resort.za.com, selfcatering.za.com",,HOSPITALITY,LODGE,,(051)-963-9203,"11 - 50",FS,"CENTRAL FREE STATE",TWEESPRUIT,TWEESPRUIT,www.awimaweh.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
awoko@awoko.co.za,YVETTE,PERSSON,(041)-360-8104,,"2018-01-18 13:50:08",127.0.0.1,,"AWOKO PHOTOGRAPHERS & GRAPHIC DESIGN",http://photographer.za.com/,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",EC,"SOUTH EASTERN CAPE","PORT ELIZABETH","LINTON GRANGE",www.awoko.co.za,,,0829621332,,,,,,,,,,,0,0,0,0,0,0,Photographer
azaleabloemiste@gmail.com,,,(013)-244-1020,,"2018-02-06 10:36:38",66.249.93.212,,"AZALEA FLORIST",florist.za.com,,"TRANSPORT & DISTRIBUTION","FLORISTS,FLORIST SUPPLIES,TELEFLORIST",,,"11 - 50",MP,MPUMALANGA,MIDDELBURG,AERORAND,,,,,,,,,,,,,,,4,0,0,0,0,0,"Opened Both Emails,Florist"
babsie@lantic.net,,,(054)-431-0615,,"2018-03-05 08:05:52",0.0.0.0,,"BON VILLA GUEST HOUSE",guesthouse.za.com,,HOSPITALITY,"4 STARS,ACCOMMODATION ESTABLISHMENTS,LODGE,GUEST ",,,"11 - 50",NC,"NORTH NORTHERN CAPE",KAKAMAS,KAKAMAS,,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
babsithesunflower@gmail.com,,,(044)-874-5727,,"2018-02-06 10:36:40",0.0.0.0,,"BABSI & THE SUNFLOWER",florist.za.com,,RETAIL,"FLOWERS,FLORISTS AND FLOWERS,FLORISTS",,(044)-874-3966238,"11 - 50",WC,"GARDEN ROUTE",GEORGE,GEORGE,www.shoume.co.za,,,(083)-581-3121238,,,,,,,,,,,0,0,0,0,0,0,Florist
bagend@iafrica.com,,,(021)-781-0934,,"2018-01-18 13:50:17",127.0.0.1,,"DONALDS ART",http://photographer.za.com/,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",WC,"SOUTH CAPE TOWN","SIMONS TOWN","DA GAMA PARK",www.donaldsart.net,,,(082)-455-5806,,,,,,,,,,,0,0,0,0,0,0,Photographer
bakubung@legacyhotels.co.za,,,(014)-552-6000,,"2018-03-05 08:05:52",0.0.0.0,,"BAKUBUNG GAME LODGE","game.za.com, wildlife.za.com, lodge.za.com",,HOSPITALITY,LODGE,,(014)-552-6300,"11 - 50",NW,"NORTH WEST",PILANSBERG,PILANSBERG,www.bakubung.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
basafari@hixnet.co.za,,,(011)-894-6279,,"2018-01-18 13:50:11",127.0.0.1,,"CORP-PRO PHOTO AND VIDEO PRODUCTIONS",http://photographer.za.com/,,"GENERAL SERVICES","PHOTOGRAPHERS,DVD,VIDEO PRODUCTION SERVICES,VIDEO",,,"11 - 50",GT,"EAST RAND",BOKSBURG,BARDENE,,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
basketdecor@telkomsa.net,,,(021)-556-8403,,"2018-02-06 10:36:41",0.0.0.0,,"BASKET DECOR",florist.za.com,,RETAIL,"FLOWERS,FLORISTS AND FLOWERS,FLORISTS",,(021)-556-8423,"11 - 50",WC,"NORTH CAPE TOWN",BLOUBERG,"TABLE VIEW",,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
bayala@futurenet.co.za,,,(035)-562-0498,,"2018-03-05 08:05:49",0.0.0.0,,"BAYALA GAME LODGE","wildlife.za.com, lodge.za.com",,HOSPITALITY,"GAME LODGE",,,"11 - 50",KZN,"NORTHERN KWA-ZULU NATAL COASTAL",HLUHLUWE,HLUHLUWE,www.bayalagamelodge.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
bazilrr@gmail.com,Bazil,Raubach,0796754512,,"2018-01-18 13:50:07",66.249.93.215,,"B R IMAGES",http://photographer.za.com/,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,0437353756,(043)-735-3756,"1 - 10",EC,"NORTH EASTERN CAPE","EAST LONDON","EAST LONDON","No website",,,0796754512,,,,,,,,,,,8,0,0,0,0,0,Photographer
bce@bce.co.za,,,(011)-433-4301,,"2018-01-10 13:19:13",127.0.0.1,,"B C E FOODSERVICE EQUIPMENT (PTY) LTD",,,"TRANSPORT & DISTRIBUTION","DECORATION,STAINLESS STEEL,CUTLERY,CROCKERY,CATERING",(011)-433-4301,,,GT,"SOUTH JOHANNESBURG",ROBERTSHAM,ROBERTSHAM,www.bce.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
bdewet@bdo.co.za,Bonita,"De Wet",(011)-488-1700,,"2018-04-10 12:29:46",0.0.0.0,,"Bdo South Africa",,,"PROFESSIONAL SERVICES",ACCOUNTANTS,(012)-433-0160,,750,GT,"CENTRAL JOHANNESBURG",JOHANNESBURG,PARKTOWN,www.bdo.co.za,"OTHER DIRECTORS & PARTNERS",PARTNER,,,,,,,MS.,www.bdo.za.com,www.accounts.za.com,www.finance.za.com,www.accounting.za.com,0,0,0,0,0,0,
bej@lantic.net,DAVE,JONES,,,"2018-02-19 13:56:33",127.0.0.1,,"BRADLARN INVESTMENTS CC",,,"FINANCIAL SERVICES","INVESTMENT SERVICES",(011)-452-4801,(011)-609-0585,"1 - 10",GT,,LETHABONG,EASTLEIGH,,"OTHER DIRECTORS & PARTNERS",DIRECTOR,,,,,,,,,,,,0,0,0,0,0,0,Investment
belfastroyal@telkomsa.co.za,,,(013)-253-0461,,"2018-03-05 08:05:51",0.0.0.0,,"BELFAST ROYAL HOTEL","tourist.za.com, hotel.za.com, lodge.za.com",,HOSPITALITY,"HOTELS AND LODGES,HOTELS - TOURIST,HOTEL,TOURISTS",,,"11 - 50",MP,MPUMALANGA,BELFAST,BELFAST,,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
belflora@absamail.co.za,,,(021)-914-3636,,"2018-02-06 10:36:39",0.0.0.0,,"BELL FLORA KATINKA BLOEMISTA",florist.za.com,,"GENERAL SERVICES","FLORISTS AND FLOWERS",,(021)-914-6383,,WC,"EAST CAPE TOWN",BELLVILLE,TYGERVALLEY,,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
benmoref@netactive.co.za,Colin,Glover,(011)-783-3106,,"2018-02-06 10:36:33",0.0.0.0,,"BENMORE FLORISTS",florist.za.com,,RETAIL,FLORISTS,,(011)-883-3569,"1 - 10",GT,"CENTRAL JOHANNESBURG",SANDTON,"BENMORE GARDENS",www.benmoreflorists.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
bentleyspro@icon.co.za,,,(012)-542-1751,,"2018-03-05 08:05:47",0.0.0.0,,"BENTLEYS COUNTRY LODGE",lodge.za.com,,HOSPITALITY,"ACCOMMODATION,HOTELS AND LODGES,BED AND BREAKFAST",,,"51 - 200",GT,"NORTH PRETORIA",AKASIA,THERESAPARK,,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
berenique@kznatal.co.za,,,(034)-393-2922,,"2018-01-18 09:51:12",0.0.0.0,,Lalalapha,,,HOSPITALITY,"AIRCONDITIONING,PUBS,CONFERENCE VENUES",,(034)-393-1976,"11 - 50",KZN,"NORTHERN KWA-ZULU NATAL INLAND",GLENCOE,GLENCOE,,,,,,,,,,,,,,,4,0,0,0,0,0,"Catering & Event Coordinating,Not responding to e-mails"
bestchoicecaterers@telkomsa.net,,,(021)-951-1968,,"2018-01-10 13:19:15",127.0.0.1,,"BEST CHOICE CATERERS",,,HOSPITALITY,"CATERERS,CONFERENCES,FUNCTIONS,WEDDINGS",,,,WC,"EAST CAPE TOWN",BELLVILLE,GLENHAVEN,www.bestchoicecaterers.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
bestsips@iafrica.com,,,(021)-883-8093,,"2018-01-18 13:50:17",127.0.0.1,,"CHARL BEST PHOTOGRAPHY",http://photographer.za.com/,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",WC,INLAND,STELLENBOSCH,STELLENBOSCH,www.sips.co.za,,,,,,,,,,,,,,16,0,0,0,0,0,Photographer
bianca@ithealth.co.za,Bianca,Test,0112850111,,"2018-01-30 07:56:44",0.0.0.0,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,register.za.com,test,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,"HOT PROSPECT"
biancah@ithealth.co.za,"Bianca IT ",,,,"2018-01-24 08:25:19",41.160.182.148,,,www.link.za.com,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,8,0,10,"HOT PROSPECT"
bill@balloon.co.za,Bill,Harrop,,,"2018-02-26 13:45:55",0.0.0.0,,"Bill Harrops Balloon Safaris",,,HOSPITALITY,"TOUR OPERATORS & SAFARIS",(011)-705-3201,(011)-705-3203,"51 - 200",GT,"NORTH JOHANNESBURG",FOURWAYS,FOURWAYS,www.balloon.co.za,MD/CEOS,"CHIEF EXECUTIVE OFFICER",(083)-457-3401,,,,,,,,,,,0,0,0,0,0,0,"travel industry"
